0.88,0.00,0.06,0.06,0.00,0.00
0.50,0.50,0.00,0.00,0.00,0.00
0.33,0.11,0.56,0.00,0.00,0.00
0.30,0.00,0.20,0.50,0.00,0.00
0.20,0.00,0.00,0.20,0.60,0.00
0.00,0.00,0.00,0.00,0.00,0.00
